target_id,mission,ra_deg,dec_deg,stellar_mag,stellar_teff_k,stellar_radius_rsun,period_days,transit_depth_ppm,transit_duration_hr,planet_radius_rearth,equilibrium_temp_k,snr,disposition,discovery_year
TIC-342184213,TESS,82.56814,42.76678,12.97,5954,1.023,24.363,1374,2.74,4.17,848,54.6,confirmed,2021
TIC-651651145,TESS,164.35563,44.80409,13.92,5576,0.98,29.618,401,4.04,1.92,623,49.7,false_positive,2023
TIC-538207587,TESS,340.9047,-4.12793,8.0,5053,0.779,51.049,642,4.04,2.04,-1,49.8,candidate,2018
TIC-564705830,TESS,275.23379,73.79179,13.34,3000,0.448,38.179,5848,2.95,3.74,200,39.9,confirmed,2020
TIC-119815321,TESS,101.56123,-67.49294,12.11,4647,0.842,32.366,1207,2.36,2.99,-1,34.9,confirmed,2021
TIC-86648733,TESS,195.5491,-57.31133,13.5,5908,1.095,6.662,15927,3.17,18.64,1097,85.9,false_positive,2021
TIC-356886458,TESS,57.10012,41.08267,11.06,5222,1.009,6.085,446,1.51,2.39,1089,5.0,false_positive,2023
TIC-19588354,TESS,348.78057,14.59386,10.61,5482,1.143,92.743,173,8.91,1.49,481,36.8,candidate,2019
KIC-11815364,Kepler,272.41111,54.99457,8.0,4646,0.874,23.279,4759,4.66,6.6,543,49.8,confirmed,2016
TIC-652827694,TESS,329.21064,9.81366,13.32,4807,0.962,92.74,104,5.63,1.22,316,20.2,candidate,2020
TIC-743606377,TESS,179.1177,9.26421,12.82,5646,0.834,27.075,195,2.7,1.41,634,29.4,false_positive,2022
KIC-11468487,Kepler,252.47305,-43.93106,9.72,5381,1.04,228.141,688,9.1,2.85,332,43.9,candidate,2010
KIC-2180916,Kepler,300.40434,-75.97163,8.0,6855,1.072,1.524,242,1.69,1.97,1716,42.2,confirmed,2012
TIC-724298538,TESS,153.747,-71.26157,12.83,5385,0.878,6.127,139,3.09,1.06,883,31.5,candidate,2022
KIC-10231473,Kepler,333.41289,-44.26396,13.7,4768,0.958,14.81,825,2.32,3.02,766,25.0,candidate,2016
KIC-10288926,Kepler,184.05774,12.72028,11.0,5246,0.718,0.5,725,1.0,2.16,1732,39.5,candidate,2016
KIC-10667576,Kepler,295.0255,-72.83447,8.0,5383,0.911,48.589,3737,6.3,5.77,436,50.8,confirmed,2013
KIC-11606448,Kepler,137.69531,-35.13899,15.01,3051,0.668,4.301,2720,1.44,3.64,461,32.1,candidate,2011
KIC-10196471,Kepler,143.70887,-74.68578,10.62,5691,1.086,65.483,7677,7.5,12.09,588,61.5,candidate,2017
KIC-2887937,Kepler,241.82912,-13.76269,10.73,5551,0.886,4.358,238,2.01,1.34,1087,42.2,candidate,2018
TIC-270971128,TESS,341.61873,76.81135,10.66,3750,0.595,39.69,2245,3.3,3.34,225,47.6,candidate,2024
TIC-727539340,TESS,6.61986,14.94089,11.61,4900,1.0,5.196,117,3.17,1.15,1017,12.1,candidate,2019
KIC-7387106,Kepler,183.07452,37.74398,12.92,5346,0.974,6.091,4195,1.78,6.51,792,51.5,candidate,2014
KIC-220288768,K2,85.03372,86.08397,8.0,5839,1.035,2.584,356,1.79,1.99,1269,37.2,confirmed,2016
TIC-268085454,TESS,206.24348,-13.2363,16.29,3494,0.56,11.457,3832,1.66,3.26,298,32.0,candidate,2020
TIC-616496928,TESS,330.16036,-32.85068,8.0,5105,0.832,1.872,1560,1.96,3.81,1159,46.5,false_positive,2018
KIC-1439533,Kepler,274.48109,20.15669,8.9,3199,0.565,18.927,50000,2.08,15.3,200,61.8,confirmed,2013
TIC-252958848,TESS,11.60264,47.61699,13.97,5142,0.809,93.766,1283,3.95,2.98,314,39.8,candidate,2021
KIC-6249548,Kepler,141.89426,79.04504,10.29,5544,1.02,32.607,4186,3.69,6.86,494,64.8,candidate,2018
TIC-62930584,TESS,68.34612,-10.8803,15.22,6249,1.076,1.756,700,1.8,2.79,1692,53.1,candidate,2020
KIC-230258437,K2,8.96836,-8.33747,8.0,4813,0.825,11.54,764,2.56,2.77,594,47.0,candidate,2015
TIC-181690961,TESS,136.32431,-21.49074,12.63,5110,0.979,40.924,923,3.11,3.38,606,53.0,candidate,2022
TIC-23107987,TESS,165.11136,63.97399,16.85,3000,0.579,26.552,1303,,2.0,204,56.9,false_positive,2022
TIC-69124453,TESS,235.17968,-83.39021,14.25,5080,0.853,4.334,230,1.99,1.19,926,49.1,candidate,2024
TIC-835183459,TESS,107.74601,-23.6575,9.52,4792,0.891,20.282,646,3.06,2.18,479,11.7,false_positive,2021
TIC-104134670,TESS,174.11867,33.95777,18.0,3570,0.519,83.097,3103,3.45,3.36,200,56.9,candidate,2020
KIC-2983186,Kepler,8.63525,22.58293,8.0,3086,0.542,71.9,2443,3.03,3.18,200,59.9,confirmed,2010
TIC-132231288,TESS,246.90088,-28.55491,11.45,5035,0.781,4.197,1304,1.24,3.43,875,50.6,candidate,2018
TIC-70153467,TESS,300.63806,-36.11813,8.02,4680,0.964,1.438,709,1.76,2.77,1595,58.2,candidate,2023
TIC-211196574,TESS,214.26907,65.62686,12.04,6282,1.215,95.316,218,10.77,1.77,563,42.0,candidate,2020
TIC-981688893,TESS,180.01955,-55.7619,12.39,4562,1.025,53.652,1502,6.01,3.91,491,55.0,confirmed,2021
TIC-747716816,TESS,305.32465,66.93752,9.38,5553,0.945,51.797,50,,0.5,413,25.4,candidate,2018
KIC-241805128,K2,201.46527,-71.57245,12.45,6590,1.15,64.3,1180,6.21,4.08,-1,39.7,confirmed,2018
KIC-8154907,Kepler,141.09003,36.84197,14.73,6089,1.321,15.227,63,5.64,1.22,1274,32.3,candidate,2016
TIC-772588517,TESS,275.93766,-5.30174,8.0,4966,0.915,2.664,242,1.55,1.6,1194,43.3,candidate,2019
KIC-6848796,Kepler,217.59848,-67.06908,15.68,3483,0.645,38.119,2648,3.82,3.83,252,54.0,candidate,2010
KIC-6741177,Kepler,196.02968,-47.49222,15.86,6166,1.232,3.597,141,3.28,1.76,1747,16.8,candidate,2010
TIC-702551787,TESS,237.65931,-73.70406,14.14,3589,0.508,11.704,2165,2.0,2.68,245,39.5,candidate,2024
TIC-992600383,TESS,123.93527,-73.92827,9.64,4355,0.884,25.832,398,3.33,1.99,423,12.8,candidate,2018
TIC-681318744,TESS,114.52583,-21.09787,9.69,6175,1.04,193.74,66,6.27,1.33,428,29.0,confirmed,2023
KIC-3277939,Kepler,30.47884,25.60372,10.88,6010,1.019,6.819,478,2.78,2.06,1175,34.2,false_positive,2015
TIC-299105464,TESS,147.90161,8.30993,8.0,3228,0.4,4.476,11472,1.03,4.95,277,63.7,candidate,2022
KIC-244542631,K2,345.74798,-75.94525,11.68,6731,0.976,3.41,50,2.06,0.51,1416,6.1,false_positive,2018
TIC-814689266,TESS,109.4655,51.30388,11.77,6020,1.23,3.657,355,1.96,2.56,2086,30.6,candidate,2022
KIC-3929534,Kepler,327.64734,43.0141,13.5,6343,1.382,13.144,477,,3.12,1231,44.8,false_positive,2016
KIC-12084157,Kepler,158.4666,24.76344,12.99,5589,0.928,11.038,17198,2.69,11.82,920,45.6,candidate,2014
KIC-5845129,Kepler,333.80011,-9.21229,9.73,6447,1.214,10.495,50,4.32,0.72,1232,15.7,candidate,2014
TIC-814330243,TESS,87.04691,30.94017,12.39,6796,1.257,51.209,979,5.39,4.07,821,49.3,candidate,2023
TIC-715024801,TESS,321.82811,-50.97155,13.6,4779,0.707,8.841,1261,1.71,2.67,603,44.2,confirmed,2022
TIC-306764585,TESS,276.96929,34.59987,9.88,4002,0.985,3.595,50,1.88,0.56,896,11.9,false_positive,2020
KIC-8235234,Kepler,78.61914,25.80087,10.51,4606,0.867,4.694,916,1.48,2.93,900,58.2,confirmed,2016
TIC-563388287,TESS,254.73803,48.77831,9.48,6200,1.258,1.348,314,1.07,2.9,2415,26.8,candidate,2023
TIC-584050611,TESS,307.20315,-28.7887,9.7,3548,0.542,14.639,1941,2.26,2.57,269,44.1,candidate,2024
KIC-212958233,K2,9.13126,89.34904,12.18,3369,0.5,8.37,621,1.12,1.23,288,44.2,candidate,2018
TIC-586128415,TESS,53.62331,14.28223,15.54,6093,1.378,9.291,216,3.87,2.06,1262,36.2,candidate,2018
KIC-2783941,Kepler,41.10469,17.09593,11.33,5115,0.757,89.729,1107,5.08,2.71,287,64.7,candidate,2012
KIC-7965133,Kepler,60.49831,-23.41308,8.66,3416,0.7,12.259,16496,2.78,10.07,304,67.3,candidate,2011
KIC-8986164,Kepler,249.249,-52.89116,10.06,6655,1.212,3.081,144,2.47,1.61,2036,33.5,candidate,2015
KIC-10055046,Kepler,182.71467,-6.44112,11.42,4937,0.802,3.317,389,1.54,1.58,1067,29.3,false_positive,2012
KIC-1726746,Kepler,37.5916,-80.55782,10.57,5763,0.854,7.173,187,2.53,1.13,891,43.4,candidate,2009
KIC-214808427,K2,26.4707,15.31661,13.01,5418,1.126,4.632,633,2.11,2.73,1559,37.9,candidate,2014
TIC-502395371,TESS,150.56058,46.86112,12.39,6094,1.152,52.522,152,5.88,1.46,760,42.5,confirmed,2019
TIC-274842906,TESS,89.21932,-11.83523,9.41,5992,0.953,9.354,5496,1.12,7.03,1000,38.1,candidate,2019
TIC-609670808,TESS,271.10833,34.76877,12.58,5964,1.105,790.09,108,15.0,1.22,264,5.3,false_positive,2021
TIC-858104335,TESS,313.75865,22.82597,11.96,5254,1.139,5.436,99,1.9,1.13,1382,27.9,candidate,2023
KIC-12318798,Kepler,131.03659,-80.71874,14.51,3482,0.537,19.619,2783,2.27,3.23,200,73.6,candidate,2015
KIC-4519758,Kepler,271.14246,46.95946,9.71,5252,1.046,83.908,714,6.27,2.85,497,50.3,false_positive,2017
TIC-958253974,TESS,23.62593,70.54258,15.36,6658,1.285,23.017,128,4.43,1.44,936,23.5,false_positive,2021
KIC-8950805,Kepler,124.81209,-10.10519,10.72,6154,1.4,20.218,334,6.07,2.69,1164,34.7,candidate,2010
KIC-6142132,Kepler,61.82537,-43.19866,11.41,3270,0.612,4.293,104,1.0,0.81,449,11.4,false_positive,2016
KIC-2961547,Kepler,14.81452,-33.00735,13.36,5692,0.953,74.56,370,5.42,2.14,502,53.0,false_positive,2011
KIC-10162802,Kepler,351.21637,-30.36948,10.21,3694,0.41,0.859,5072,1.0,3.25,583,75.3,false_positive,2013
KIC-226952927,K2,222.30792,-50.33434,10.61,7082,1.103,38.139,1803,5.9,6.05,809,23.0,confirmed,2018
TIC-985437485,TESS,240.0359,-18.43956,11.88,5916,1.041,238.914,202,8.59,1.66,340,23.6,candidate,2023
TIC-465086354,TESS,262.29799,-15.44512,13.73,5157,0.909,168.619,476,5.14,2.2,370,37.2,candidate,2019
KIC-4120669,Kepler,299.62214,-37.89663,13.63,4804,1.048,1.106,10172,1.0,12.07,2000,49.0,candidate,2016
KIC-9252486,Kepler,326.44555,26.06145,16.19,3650,0.477,11.421,2108,2.44,2.44,296,38.1,candidate,2016
TIC-353254980,TESS,165.97583,34.79095,11.74,5681,0.996,3.082,779,1.94,3.32,1317,26.4,candidate,2020
KIC-12491841,Kepler,287.95579,-41.13738,11.24,4342,0.957,10.411,2385,2.82,6.28,698,55.7,candidate,2017
TIC-574415423,TESS,304.58511,38.25848,13.59,3185,0.67,16.868,631,2.68,1.57,311,41.8,false_positive,2023
TIC-40880314,TESS,268.00568,-68.65256,14.66,5268,1.01,50.585,257,7.06,2.03,581,23.0,false_positive,2023
KIC-5244844,Kepler,15.58134,-35.70376,14.78,6168,1.228,21.38,157,4.79,1.56,946,46.1,candidate,2009
TIC-269654955,TESS,181.76732,-77.69933,13.8,3708,0.517,23.407,3588,1.05,3.0,266,50.5,confirmed,2022
KIC-6952931,Kepler,353.2684,-13.66347,14.48,4577,0.807,188.85,28311,3.94,14.26,230,59.4,candidate,2017
KIC-8448343,Kepler,81.31443,-16.6892,14.63,5806,0.995,57.08,175,5.23,1.48,524,35.6,candidate,2010
TIC-806106713,TESS,333.10451,86.0136,18.0,3465,0.639,637.08,162,9.12,0.99,200,24.4,candidate,2020
KIC-9129112,Kepler,184.10923,-63.47266,8.0,3876,0.79,24.592,559,2.09,2.51,336,48.5,candidate,2016
KIC-2283746,Kepler,237.98902,3.5908,9.2,4655,0.852,20.667,571,1.31,2.54,449,51.8,confirmed,2013
TIC-607716156,TESS,237.38797,50.28884,13.45,5532,0.993,44.981,114,2.46,1.17,617,19.3,candidate,2023
KIC-7338393,Kepler,222.09828,-26.50252,14.18,5272,1.092,4.232,50,2.3,0.95,1196,17.9,confirmed,2009
TIC-101205492,TESS,327.74005,-78.20996,12.45,5426,0.878,76.287,74,2.09,0.89,469,20.2,candidate,2020
KIC-9193298,Kepler,36.02041,31.52003,10.48,5339,0.993,4.19,810,2.32,2.79,1304,43.8,candidate,2014
KIC-10700473,Kepler,34.1041,-29.36915,15.12,6108,1.266,12.862,22115,4.34,18.94,1295,63.6,candidate,2010
TIC-955855494,TESS,6.6972,36.5997,14.13,5002,0.891,28.324,265,3.1,1.66,484,38.3,candidate,2019
TIC-831981667,TESS,108.09924,-11.63002,12.61,3151,0.623,10.472,5900,2.61,6.47,297,65.3,candidate,2020
TIC-478294151,TESS,151.92689,73.01801,12.59,6048,1.056,12.734,122,4.09,1.27,999,29.9,candidate,2018
KIC-12029855,Kepler,318.85897,-18.55889,9.01,3766,0.516,8.013,39670,1.54,11.2,335,53.4,false_positive,2011
KIC-4958384,Kepler,336.78003,-50.75849,13.36,5195,0.85,2.445,76,1.61,0.85,980,11.7,candidate,2013
KIC-1353566,Kepler,232.34313,72.9413,8.0,5759,0.902,7.137,1831,1.79,3.86,696,69.2,candidate,2009
TIC-986878604,TESS,345.86927,76.95133,13.84,6356,1.144,16.556,821,3.83,3.29,1049,36.8,false_positive,2024
TIC-367257753,TESS,258.25897,67.81702,14.1,5249,1.038,8.671,441,3.13,2.78,864,55.9,candidate,2024
KIC-4356706,Kepler,226.18666,-33.53008,13.27,5484,1.037,12.322,161,2.02,1.53,-1,23.8,candidate,2017
TIC-404707031,TESS,65.48013,67.7502,14.97,3601,0.519,9.002,2767,1.65,3.11,308,59.4,candidate,2024
TIC-405051256,TESS,61.24424,12.10372,15.04,6787,1.127,2.407,2417,2.89,5.77,2173,61.5,candidate,2024
TIC-737125778,TESS,68.17074,-57.53342,15.59,5564,0.977,8.788,656,2.63,3.19,1075,56.9,candidate,2024
KIC-11019285,Kepler,92.24121,-72.8497,14.1,5438,1.138,4.322,725,2.62,3.18,1253,58.0,candidate,2012
KIC-212037466,K2,93.70499,0.67441,11.48,5694,0.883,4.951,130,1.59,1.11,1056,45.8,confirmed,2016
TIC-827723031,TESS,333.61808,3.05508,10.62,5197,0.962,19.606,738,2.39,2.54,663,14.2,candidate,2023
TIC-53799764,TESS,158.94709,87.98735,15.9,3582,0.664,101.511,313,4.37,1.26,200,33.7,candidate,2022
KIC-235300296,K2,276.06515,-57.49761,13.65,6182,1.034,111.954,886,8.79,3.18,459,68.1,candidate,2017
TIC-648021964,TESS,236.88227,-30.70315,14.3,3373,0.699,20.141,114,2.86,0.95,292,46.8,candidate,2018
TIC-438271054,TESS,91.859,-46.78558,12.33,6242,1.345,67.346,275,8.49,2.16,728,37.5,confirmed,2018
TIC-560457212,TESS,71.95365,-9.82037,15.53,4899,0.865,5.709,237,1.27,1.35,928,26.0,confirmed,2021
KIC-242249028,K2,233.00114,-74.88538,11.0,4607,0.928,5.706,418,2.46,1.91,788,39.1,candidate,2017
KIC-6963589,Kepler,91.74967,-75.28148,11.83,6528,1.166,5.923,141,3.72,1.6,1403,16.3,candidate,2017
KIC-4140556,Kepler,75.98461,-75.9203,13.92,3000,0.591,49.558,297,4.16,1.19,200,21.4,false_positive,2010
KIC-12326336,Kepler,142.19901,-35.5218,16.33,5448,0.987,16.92,240,3.5,1.55,607,25.7,candidate,2011
KIC-8077958,Kepler,7.85406,-60.10101,14.24,5872,0.859,58.159,742,6.89,2.53,511,30.1,confirmed,2016
KIC-219513548,K2,13.3262,-18.05753,11.38,3945,0.792,9.949,2952,1.74,4.68,449,75.6,candidate,2018
TIC-382335133,TESS,161.39714,-11.4786,14.13,5021,0.684,10.813,423,2.29,1.56,612,29.5,candidate,2021
KIC-8924295,Kepler,287.91182,62.01563,8.0,6319,1.241,198.02,73,11.56,1.34,519,16.2,false_positive,2018
KIC-12356964,Kepler,57.09797,59.03076,12.5,6090,1.259,32.58,124,5.05,1.39,875,42.9,false_positive,2010
KIC-1845941,Kepler,333.58756,-11.19119,9.03,5405,1.019,68.953,9788,6.08,13.49,409,80.5,false_positive,2016
TIC-828153355,TESS,182.12278,41.85934,14.93,4102,0.822,21.291,107,3.17,0.99,463,32.0,candidate,2020
TIC-818749062,TESS,271.26258,-14.09,15.94,6005,1.279,310.017,323,11.69,2.8,437,33.3,candidate,2019
KIC-3756910,Kepler,156.26602,-19.21207,17.5,6615,1.095,2.461,866,2.38,4.27,1871,28.7,confirmed,2011
TIC-576712063,TESS,219.74438,-63.56487,15.88,5813,0.893,3.714,128,,1.01,1038,21.3,false_positive,2021
KIC-3114023,Kepler,187.36909,7.34224,12.68,4483,0.801,6.651,50,2.31,0.51,679,23.7,candidate,2013
KIC-203203298,K2,272.36158,79.44175,12.56,3908,0.863,19.088,193,2.88,1.13,294,34.4,candidate,2017
KIC-12281567,Kepler,50.38974,-22.02017,11.91,3000,0.633,70.384,3312,2.85,4.37,200,47.1,candidate,2017
TIC-433894453,TESS,313.92533,15.17468,12.8,3335,0.521,22.764,7904,2.52,4.97,200,49.3,candidate,2023
KIC-3631333,Kepler,339.86504,-23.52023,15.24,6131,1.151,20.242,259,3.83,2.05,867,10.5,confirmed,2015
KIC-4071524,Kepler,294.88502,-2.01714,9.44,5257,0.97,61.729,394,6.1,1.99,469,39.4,false_positive,2010
KIC-209998052,K2,311.8844,-31.46107,13.14,6160,1.232,5.296,441,1.78,2.59,1633,42.5,candidate,2017
KIC-2428614,Kepler,69.27362,21.36673,8.87,6007,1.184,20.483,358,4.66,2.35,955,21.9,candidate,2018
TIC-582888364,TESS,218.46774,-17.67638,16.78,5922,0.977,86.008,134,5.75,1.15,500,50.0,candidate,2018
KIC-6457472,Kepler,65.32482,38.39411,10.56,5833,1.121,18.717,691,4.02,3.27,950,41.9,false_positive,2013
KIC-8798444,Kepler,199.12359,-78.21752,15.48,5046,0.896,19.966,458,2.27,2.09,478,38.8,candidate,2009
KIC-10018351,Kepler,342.94055,83.04338,18.0,6589,1.166,6.711,73,4.02,1.0,1589,32.6,candidate,2017
KIC-234247560,K2,101.27206,-60.94507,11.07,4399,0.891,15.596,1559,3.23,4.49,599,37.5,candidate,2014
KIC-6396194,Kepler,122.98673,-7.23612,13.63,5451,1.081,48.664,53,4.66,1.05,675,15.9,false_positive,2018
KIC-10037036,Kepler,11.14111,59.7751,10.23,7027,1.368,17.716,183,4.33,2.4,1166,31.6,confirmed,2014
TIC-215634099,TESS,32.38795,20.41969,12.24,4710,0.77,7.409,3889,1.87,5.27,706,74.4,candidate,2020
TIC-218059226,TESS,237.54183,11.82727,10.67,7057,1.167,2.31,121,2.23,1.12,2155,23.0,candidate,2018
TIC-12099126,TESS,337.64053,25.37393,11.29,3088,0.712,111.497,2622,4.95,4.34,200,69.3,candidate,2023
KIC-4264982,Kepler,120.49409,68.41772,14.7,5459,1.134,8.47,190,1.56,1.69,-1,40.6,candidate,2012
TIC-265936253,TESS,345.16896,59.85315,10.07,3792,0.618,22.611,977,1.34,2.18,305,29.7,candidate,2024
KIC-8414160,Kepler,19.72398,19.93296,10.95,4067,0.79,17.406,65,3.0,0.68,490,24.8,false_positive,2009
TIC-850663765,TESS,9.34995,3.09832,8.0,5615,0.967,21.61,183,4.7,1.57,706,37.6,candidate,2022
KIC-6228902,Kepler,210.42803,2.36263,10.64,5314,0.979,25.824,187,5.11,1.47,619,18.0,candidate,2018
TIC-225147688,TESS,230.59973,-53.77298,11.79,3231,0.602,34.2,2601,2.63,3.33,207,28.7,false_positive,2018
KIC-1062026,Kepler,229.95614,34.7797,10.31,4922,0.584,6.947,50000,1.29,16.59,578,85.8,candidate,2016
TIC-57142443,TESS,351.11134,-54.15788,13.37,6550,1.12,83.527,618,7.23,3.06,611,47.7,confirmed,2020
KIC-6118265,Kepler,164.23332,-23.46468,10.93,3437,0.461,16.72,9335,1.61,4.78,211,50.9,candidate,2017
TIC-671455036,TESS,211.43731,63.79838,14.4,6654,1.351,2.831,473,2.91,3.51,2500,26.7,false_positive,2020
TIC-702640312,TESS,270.40906,-22.6321,10.44,6509,1.259,98.096,95,8.94,1.33,527,28.8,confirmed,2023
KIC-10586004,Kepler,56.59536,61.63769,16.77,5455,0.975,3.813,799,2.5,3.22,1247,49.2,candidate,2013
TIC-261030533,TESS,95.62496,-76.34008,13.7,6062,1.255,4.702,50,3.31,0.93,1334,32.3,candidate,2022
KIC-209251971,K2,359.42584,45.429,16.35,5209,1.051,1.035,636,1.6,2.85,2142,33.3,candidate,2018
TIC-814379808,TESS,75.55501,-47.92983,9.29,5158,1.027,5.477,112,1.94,1.27,861,25.3,confirmed,2021
TIC-880161858,TESS,237.18533,-26.16076,14.32,5104,0.873,5.496,101,1.5,1.03,-1,15.0,confirmed,2019
KIC-7557976,Kepler,352.86196,-53.24317,9.61,4644,0.949,13.308,138,2.93,1.16,737,25.4,candidate,2012
KIC-219535761,K2,237.44516,-77.4037,12.28,5970,1.139,9.997,278,3.97,2.2,970,41.9,false_positive,2014
KIC-12153369,Kepler,170.92081,18.6677,15.09,4889,1.044,28.156,432,3.34,2.38,643,32.8,false_positive,2017
TIC-996656924,TESS,164.27038,36.05698,12.16,5202,1.092,500,832,10.26,3.61,292,29.2,confirmed,2023
TIC-179578434,TESS,98.55946,23.05498,10.55,6020,1.026,30.588,669,5.58,3.28,697,35.8,candidate,2023
TIC-695977815,TESS,250.01486,44.95251,12.8,7252,1.286,7.675,161,2.01,1.6,-1,23.6,candidate,2021
KIC-5683223,Kepler,302.96251,-59.29396,13.14,5556,1.026,12.715,55,3.56,0.94,1011,30.0,candidate,2013
KIC-9772377,Kepler,230.76439,38.95388,13.99,3518,0.623,436.63,2696,8.97,3.31,200,42.5,candidate,2013
KIC-2620732,Kepler,286.8927,59.48112,12.42,5139,0.943,21.321,681,3.88,2.79,629,63.1,candidate,2011
TIC-22864905,TESS,140.1072,-7.42033,16.2,4400,0.836,4.635,899,,3.0,797,48.8,candidate,2023
TIC-427218963,TESS,244.04419,85.02603,11.2,5944,1.077,6.646,869,3.25,3.5,902,34.6,confirmed,2023
KIC-1355901,Kepler,221.88552,71.4203,10.52,5567,0.848,11.977,651,2.33,2.17,-1,39.3,candidate,2012
TIC-569282971,TESS,285.04072,-15.31919,9.77,6415,1.141,30.63,1107,2.54,3.94,699,44.1,candidate,2024
KIC-1101379,Kepler,23.26208,-1.50439,12.78,5807,0.926,1.19,86,1.9,0.94,1766,8.7,candidate,2011
TIC-692474359,TESS,72.50436,65.23659,14.48,5443,1.058,57.473,204,4.88,1.66,544,35.7,candidate,2021
KIC-10985519,Kepler,193.39116,9.51338,13.1,6329,1.236,2.125,73,1.33,1.08,2442,25.0,false_positive,2013
KIC-225041330,K2,138.25347,-34.59405,9.13,6024,1.17,11.263,480,4.75,2.66,1142,36.1,false_positive,2018
KIC-7464817,Kepler,333.54675,42.41956,12.03,3680,0.548,43.528,50000,1.58,17.78,200,89.9,candidate,2014
TIC-436991604,TESS,254.18512,85.34621,11.67,5658,0.953,2.926,374,1.0,2.17,1115,37.3,candidate,2018
KIC-223111810,K2,293.12209,-41.57616,13.04,4500,0.938,5.446,281,2.64,1.84,682,47.0,candidate,2016
KIC-10514227,Kepler,293.17336,-56.58515,13.24,6464,1.155,15.428,245,3.46,1.9,1111,35.5,candidate,2009
TIC-530973469,TESS,242.20965,-71.85435,15.87,3856,1.117,1.269,557,1.56,2.96,1505,42.6,confirmed,2018
TIC-348468976,TESS,294.06499,79.37839,8.6,3718,0.616,18.595,79,2.22,0.62,353,24.9,candidate,2023
KIC-5169769,Kepler,132.63476,21.30331,10.46,6704,1.169,169.709,446,4.63,2.43,539,38.7,candidate,2015
TIC-521232011,TESS,355.27373,64.278,14.86,4927,0.696,1.689,297,1.12,1.66,848,35.9,candidate,2018
TIC-489196694,TESS,343.81844,-3.20966,10.19,5612,1.052,1.785,66,2.36,0.84,1649,39.8,candidate,2019
TIC-583961503,TESS,228.07735,-1.44742,14.84,5386,1.09,29.7,812,4.81,3.76,623,41.7,false_positive,2024
TIC-134221153,TESS,104.75154,-69.95115,10.2,4042,0.779,7.291,102,1.6,0.87,527,14.1,false_positive,2019
TIC-568078796,TESS,238.9474,16.33968,11.72,6177,1.068,85.178,107,3.47,1.21,511,37.0,candidate,2018
KIC-12552790,Kepler,44.44704,89.43275,11.23,5174,0.864,31.311,295,3.49,1.7,453,15.9,false_positive,2012
KIC-244241539,K2,328.45549,-61.34522,13.62,3115,0.4,159.73,17936,3.48,5.1,200,89.3,confirmed,2014
KIC-203632153,K2,305.9315,37.72576,10.56,4700,0.576,4.802,2090,1.15,2.94,619,40.3,confirmed,2015
KIC-3822312,Kepler,333.35472,-72.71141,8.0,5594,1.055,9.138,257,3.31,2.01,970,38.6,candidate,2016
KIC-12606391,Kepler,356.81903,30.73246,14.36,6362,1.182,78.483,335,7.36,2.21,515,36.8,false_positive,2015
KIC-9123384,Kepler,359.98351,36.49266,11.12,5857,0.966,23.507,281,5.12,1.99,725,25.5,candidate,2013
TIC-858328724,TESS,234.61224,45.63148,12.97,6710,1.285,35.944,499,5.3,3.58,988,25.7,candidate,2018
KIC-10133971,Kepler,61.77715,85.87856,11.46,6348,1.254,59.679,436,8.03,2.73,827,39.4,false_positive,2009
KIC-1750538,Kepler,85.35613,-56.14674,10.55,6726,1.128,7.881,294,4.74,2.32,1594,34.1,candidate,2011
TIC-85761121,TESS,226.64455,-41.50806,12.96,6579,1.167,24.418,417,5.72,2.38,885,45.1,candidate,2023
TIC-598806503,TESS,146.44126,-30.71565,16.64,4890,0.955,5.577,424,2.34,1.95,1098,39.9,confirmed,2024
KIC-12751693,Kepler,205.97691,-39.24059,9.88,3906,0.852,17.726,13937,3.54,10.64,443,63.2,candidate,2013
TIC-176957491,TESS,236.72266,-64.31937,10.2,3904,1.063,4.939,16634,,17.44,945,54.9,confirmed,2023
TIC-692508147,TESS,308.85173,80.54184,11.11,5305,1.026,2.529,273,1.56,1.79,1463,47.8,candidate,2021
TIC-156488860,TESS,172.67614,2.70207,17.23,3407,0.52,55.396,2357,4.33,2.91,200,49.1,false_positive,2023
KIC-1710615,Kepler,218.65448,83.63653,9.64,5483,1.069,512.49,124,15.0,1.63,225,5.0,false_positive,2017
TIC-528751182,TESS,105.67621,-51.64813,8.0,4396,0.814,24.145,493,4.03,1.97,435,28.7,false_positive,2023
TIC-385510815,TESS,320.47066,-56.49161,11.29,6722,1.093,1.198,1606,1.13,4.19,2500,48.2,candidate,2021
KIC-12010545,Kepler,302.16869,-60.86983,15.97,5719,1.083,7.195,367,2.23,2.46,1177,19.5,candidate,2014
TIC-535132584,TESS,198.04452,53.96762,11.51,6201,1.095,13.042,523,3.81,2.77,884,13.7,false_positive,2024
TIC-651117091,TESS,265.47536,-11.82087,12.33,4981,0.825,2.129,1448,1.73,3.6,1238,65.1,confirmed,2020
KIC-9427765,Kepler,219.99616,-56.03958,14.16,4749,0.91,21.863,841,4.94,2.92,520,31.7,candidate,2011
